996,996,2023-04-02,2023-04-22,NULL,NULL
997,997,2022-02-23,2022-03-11,NULL,South
998,998,2024-05-03,2024-05-21,First Class,East
999,999,2025-03-10,2025-03-17,NULL,NULL
1000,1000,2023-09-28,2023-10-03,Standard,West
1001,1001,2024-02-24,2024-03-14,Standard,Central
1002,1002,2022-12-26,2023-01-11,Standard,NULL
1003,1003,2025-03-20,2025-03-25,First Class,West
1004,1004,2023-04-29,2023-05-01,NULL,West
1005,1005,2025-01-20,2025-01-29,Same Day,North
1006,1006,2023-07-09,2023-07-24,Standard,North
1007,1007,2024-12-17,2024-12-15,NULL,East
1008,1008,2023-06-23,2023-07-01,First Class,NULL
1009,1009,2025-03-06,2025-03-17,Second Class,East
1010,1010,2024-05-02,2024-05-02,First Class,West
1011,1011,2022-09-07,2022-09-22,NULL,North
1012,1012,2022-11-25,2022-12-08,Second Class,NULL
1013,1013,2023-11-10,2023-11-14,First Class,East
1014,1014,2023-09-29,2023-10-13,NULL,South
1015,1015,2022-05-29,2022-06-14,Second Class,North
1016,1016,2023-05-05,2023-05-10,Same Day,East
1017,1017,2024-08-06,2024-08-16,Second Class,East
1018,1018,2025-02-20,2025-02-18,NULL,Central
1019,1019,2023-03-23,2023-03-22,NULL,West
1020,1020,2023-04-21,2023-05-01,Second Class,East
1021,1021,2022-03-04,2022-03-12,NULL,NULL
1022,1022,2022-12-16,2023-01-01,Standard,Central
1023,1023,2022-08-25,2022-09-07,NULL,East
1024,1024,2024-08-14,2024-08-22,NULL,East
1025,1025,2024-05-26,2024-06-09,Standard,Central
1026,1026,2022-04-28,2022-05-05,Second Class,West
1027,1027,2023-05-01,2023-05-20,Standard,Central
1028,1028,2022-05-07,2022-05-20,Standard,NULL
1029,1029,2022-10-28,2022-10-30,NULL,NULL
1030,1030,2023-05-14,2023-05-26,NULL,Central
1031,1031,2022-04-13,2022-04-20,Same Day,NULL
1032,1032,2024-06-25,2024-06-27,Standard,East
1033,1033,2023-09-04,2023-09-10,Standard,NULL
1034,1034,2024-10-16,2024-10-21,NULL,Central
1035,1035,2023-05-15,2023-05-14,Standard,Central
1036,1036,2022-10-20,2022-10-30,NULL,NULL
1037,1037,2022-10-19,2022-11-02,Same Day,East
1038,1038,2024-01-19,2024-01-21,NULL,East
1039,1039,2022-02-27,2022-02-25,First Class,NULL
1040,1040,2024-12-08,2024-12-09,First Class,East
1041,1041,2022-04-18,2022-05-04,Standard,NULL
1042,1042,2024-08-04,2024-08-19,Standard,South
1043,1043,2022-06-10,2022-06-26,NULL,East
1044,1044,2023-04-10,2023-04-27,NULL,NULL
1045,1045,2024-10-11,2024-10-10,Standard,North
1046,1046,2023-01-31,2023-02-12,First Class,NULL
1047,1047,2024-07-23,2024-07-30,NULL,North
1048,1048,2022-04-25,2022-04-22,Second Class,West
1049,1049,2023-09-19,2023-10-07,Standard,East
1050,1050,2024-11-19,2024-11-17,NULL,South
1051,1051,2023-11-03,2023-11-20,First Class,North
1052,1052,2024-06-16,2024-07-02,Second Class,East
1053,1053,2024-12-11,2024-12-18,Standard,NULL
1054,1054,2024-11-28,2024-12-07,First Class,North
1055,1055,2023-03-10,2023-03-17,First Class,North
1056,1056,2024-08-10,2024-08-09,Second Class,North
1057,1057,2023-10-16,2023-10-25,Standard,West
1058,1058,2024-04-22,2024-04-23,NULL,South
1059,1059,2022-01-22,2022-01-23,NULL,East
1060,1060,2025-02-16,2025-02-22,NULL,NULL
1061,1061,2024-12-12,2024-12-15,Same Day,NULL
1062,1062,2022-11-04,2022-11-04,NULL,South
1063,1063,2022-11-21,2022-12-05,Second Class,East
1064,1064,2024-07-29,2024-07-26,NULL,East
1065,1065,2022-12-23,2022-12-24,Standard,North
1066,1066,2022-10-11,2022-10-13,Second Class,Central
1067,1067,2022-10-15,2022-10-14,Standard,NULL
1068,1068,2025-01-16,2025-01-17,NULL,NULL
1069,1069,2022-02-10,2022-02-27,Second Class,East
1070,1070,2023-04-30,2023-05-13,Standard,NULL
1071,1071,2022-03-09,2022-03-21,First Class,NULL
1072,1072,2024-03-06,2024-03-18,NULL,Central
1073,1073,2023-10-22,2023-11-07,Standard,North
1074,1074,2023-06-23,2023-06-22,Same Day,North
1075,1075,2022-05-02,2022-05-02,NULL,NULL
1076,1076,2022-06-21,2022-06-21,NULL,West
1077,1077,2022-12-06,2022-12-07,Same Day,East
1078,1078,2023-12-19,2023-12-23,Same Day,South
1079,1079,2022-11-16,2022-11-29,Same Day,NULL
1080,1080,2025-03-04,2025-03-07,NULL,NULL
1081,1081,2023-09-22,2023-09-23,First Class,East
1082,1082,2025-02-08,2025-02-15,NULL,NULL
1083,1083,2025-04-02,2025-04-18,Same Day,East
1084,1084,2022-02-09,2022-02-24,NULL,West
1085,1085,2022-10-19,2022-11-01,Standard,Central
1086,1086,2022-09-19,2022-10-03,Second Class,West
1087,1087,2024-12-21,2024-12-29,NULL,South
1088,1088,2022-08-17,2022-08-27,Standard,West
1089,1089,2024-11-11,2024-11-18,NULL,South
1090,1090,2024-11-10,2024-11-26,NULL,NULL
1091,1091,2024-07-31,2024-07-30,Same Day,South
1092,1092,2022-06-30,2022-07-05,NULL,South
1093,1093,2024-12-18,2025-01-03,Same Day,West
1094,1094,2022-04-04,2022-04-22,Same Day,East
1095,1095,2023-02-14,2023-03-04,NULL,East
1096,1096,2022-09-08,2022-09-23,Standard,East
1097,1097,2023-10-14,2023-11-01,Same Day,North
1098,1098,2024-03-22,2024-04-05,First Class,East
1099,1099,2023-08-19,2023-08-29,NULL,NULL
1100,1100,2024-07-18,2024-07-27,Standard,East
1101,1101,2022-10-04,2022-10-13,Second Class,East
1102,1102,2022-04-16,2022-04-21,Standard,North
1103,1103,2022-12-12,2022-12-31,Second Class,Central
1104,1104,2025-03-19,2025-03-29,First Class,South
1105,1105,2023-02-12,2023-02-16,First Class,South
1106,1106,2024-10-18,2024-11-05,First Class,North
1107,1107,2024-02-11,2024-02-23,Standard,North
1108,1108,2024-02-05,2024-02-15,NULL,North
1109,1109,2023-10-03,2023-10-10,NULL,South
1110,1110,2024-09-20,2024-10-08,Standard,North
1111,1111,2022-09-04,2022-09-11,NULL,South
1112,1112,2023-02-19,2023-02-16,Second Class,NULL
1113,1113,2024-07-29,2024-08-17,NULL,East
1114,1114,2024-06-22,2024-07-09,NULL,West
1115,1115,2024-11-23,2024-11-30,First Class,NULL
1116,1116,2023-01-03,2023-01-12,NULL,East
1117,1117,2024-04-25,2024-04-30,Standard,South
1118,1118,2024-01-06,2024-01-13,Second Class,East
1119,1119,2025-03-17,2025-03-22,Second Class,Central
1120,1120,2023-08-21,2023-08-30,NULL,West
1121,1121,2024-11-06,2024-11-13,Second Class,Central
1122,1122,2025-02-07,2025-02-23,Same Day,East
1123,1123,2022-04-26,2022-05-12,NULL,West
1124,1124,2023-05-21,2023-06-06,Standard,West
1125,1125,2024-09-27,2024-10-08,NULL,South
1126,1126,2022-09-24,2022-09-23,Standard,Central
1127,1127,2022-05-02,2022-05-09,NULL,East
1128,1128,2024-10-16,2024-10-17,First Class,South
1129,1129,2025-02-11,2025-02-18,Same Day,East
1130,1130,2023-09-04,2023-09-10,NULL,North
1131,1131,2022-11-07,2022-11-12,Second Class,North
1132,1132,2024-10-17,2024-11-02,Standard,South
1133,1133,2022-01-28,2022-02-14,NULL,North
1134,1134,2024-10-03,2024-10-18,NULL,NULL
1135,1135,2023-06-29,2023-07-18,NULL,West
1136,1136,2025-01-24,2025-01-25,NULL,East
1137,1137,2023-09-16,2023-10-02,Standard,South
1138,1138,2022-02-07,2022-02-18,First Class,East
1139,1139,2023-02-20,2023-02-21,NULL,NULL
1140,1140,2022-01-20,2022-01-22,NULL,South
1141,1141,2022-05-30,2022-06-13,NULL,East
1142,1142,2022-12-23,2022-12-27,Standard,North
1143,1143,2023-01-06,2023-01-08,First Class,NULL
1144,1144,2022-08-27,2022-09-11,NULL,NULL
1145,1145,2025-04-01,2025-04-09,Same Day,South
1146,1146,2024-09-30,2024-10-16,Standard,North
1147,1147,2023-04-07,2023-04-21,NULL,West
1148,1148,2022-12-25,2023-01-06,First Class,West
1149,1149,2023-05-04,2023-05-18,NULL,East
1150,1150,2022-04-08,2022-04-22,Standard,Central
1151,1151,2024-03-23,2024-03-31,First Class,West
1152,1152,2024-04-10,2024-04-15,NULL,South
1153,1153,2025-02-08,2025-02-18,Same Day,NULL
1154,1154,2022-08-19,2022-08-19,Standard,Central
1155,1155,2022-03-30,2022-04-11,Standard,East
1156,1156,2023-10-08,2023-10-15,Standard,East
1157,1157,2025-03-22,2025-03-30,Second Class,East
1158,1158,2025-04-17,2025-04-30,Second Class,West
1159,1159,2022-12-28,2023-01-02,Second Class,Central
1160,1160,2023-04-19,2023-05-04,Second Class,South
1161,1161,2024-09-16,2024-09-22,NULL,NULL
1162,1162,2024-10-15,2024-10-15,NULL,Central
1163,1163,2023-04-23,2023-04-21,NULL,East
1164,1164,2022-11-07,2022-11-19,First Class,East
1165,1165,2024-11-16,2024-11-30,Standard,East
1166,1166,2023-07-10,2023-07-15,NULL,East
1167,1167,2022-01-18,2022-01-30,Standard,North
1168,1168,2023-04-30,2023-04-29,Second Class,North
1169,1169,2023-09-03,2023-09-16,Second Class,NULL
1170,1170,2022-09-20,2022-09-22,Same Day,West
1171,1171,2025-01-08,2025-01-07,Second Class,Central
1172,1172,2025-02-24,2025-02-25,NULL,East
1173,1173,2023-01-12,2023-01-21,First Class,West
1174,1174,2025-02-15,2025-02-19,NULL,South
1175,1175,2024-06-28,2024-07-02,Same Day,North
1176,1176,2023-07-13,2023-07-25,Second Class,NULL
1177,1177,2023-07-05,2023-07-11,Second Class,South
1178,1178,2024-08-04,2024-08-21,Second Class,NULL
1179,1179,2023-03-26,2023-04-04,NULL,NULL
1180,1180,2024-12-09,2024-12-17,Standard,East
1181,1181,2023-10-26,2023-11-14,Standard,West
1182,1182,2024-12-12,2024-12-11,Second Class,NULL
1183,1183,2024-01-27,2024-02-08,NULL,NULL
1184,1184,2022-12-12,2022-12-13,NULL,Central
1185,1185,2024-08-14,2024-08-25,NULL,East
1186,1186,2023-10-30,2023-11-12,Standard,Central
1187,1187,2022-11-04,2022-11-02,Standard,East
1188,1188,2024-04-15,2024-04-28,NULL,NULL
1189,1189,2023-07-11,2023-07-21,Same Day,North
1190,1190,2024-09-12,2024-09-12,Standard,East
1191,1191,2025-04-08,2025-04-11,Same Day,Central
1192,1192,2024-03-22,2024-03-29,Same Day,South
1193,1193,2022-08-27,2022-09-07,First Class,North
1194,1194,2023-07-13,2023-07-23,Standard,NULL
1195,1195,2024-07-26,2024-07-31,Second Class,South
1196,1196,2023-11-26,2023-12-01,Standard,NULL
1197,1197,2023-08-07,2023-08-18,Standard,North
1198,1198,2024-03-13,2024-03-31,First Class,West
1199,1199,2024-06-15,2024-06-16,First Class,NULL
1200,1200,2025-02-15,2025-02-28,First Class,West
1201,1201,2023-09-13,2023-09-20,Second Class,NULL
1202,1202,2023-08-03,2023-08-10,Second Class,South
1203,1203,2024-04-08,2024-04-18,First Class,Central
1204,1204,2024-02-03,2024-02-16,Second Class,Central
1205,1205,2023-12-23,2023-12-23,Second Class,East
1206,1206,2024-08-15,2024-08-16,NULL,NULL
1207,1207,2024-09-17,2024-09-21,NULL,South
1208,1208,2024-02-12,2024-02-26,Second Class,NULL
1209,1209,2023-06-01,2023-06-06,NULL,NULL
1210,1210,2024-03-17,2024-03-26,NULL,NULL
1211,1211,2024-09-09,2024-09-17,Same Day,West
1212,1212,2023-07-26,2023-08-09,First Class,NULL
1213,1213,2024-03-09,2024-03-23,NULL,NULL
1214,1214,2024-11-01,2024-11-14,Same Day,NULL
1215,1215,2023-02-07,2023-02-11,Standard,NULL
1216,1216,2023-11-05,2023-11-15,First Class,East
1217,1217,2025-02-16,2025-03-07,NULL,NULL
1218,1218,2023-06-30,2023-07-17,First Class,Central
1219,1219,2025-01-30,2025-02-17,Second Class,East
1220,1220,2022-04-27,2022-05-03,Standard,West
1221,1221,2023-05-31,2023-06-07,Standard,East
1222,1222,2024-06-06,2024-06-16,NULL,Central
1223,1223,2023-05-07,2023-05-23,NULL,West
1224,1224,2023-01-22,2023-02-07,Standard,NULL
1225,1225,2024-06-11,2024-06-11,First Class,NULL
1226,1226,2022-08-14,2022-08-20,NULL,East
1227,1227,2022-01-27,2022-02-09,NULL,NULL
1228,1228,2022-03-02,2022-03-08,First Class,West
1229,1229,2023-07-10,2023-07-17,Same Day,East
1230,1230,2023-06-11,2023-06-19,Standard,NULL
1231,1231,2024-07-20,2024-08-03,First Class,North
1232,1232,2024-08-08,2024-08-19,Standard,Central
1233,1233,2025-01-07,2025-01-07,First Class,East
1234,1234,2022-08-14,2022-08-23,Standard,West
1235,1235,2023-11-24,2023-12-04,NULL,NULL
1236,1236,2022-03-31,2022-04-11,NULL,NULL
1237,1237,2022-02-11,2022-02-13,Second Class,NULL
1238,1238,2022-01-19,2022-01-20,First Class,NULL
1239,1239,2022-04-18,2022-04-18,Same Day,North
1240,1240,2024-04-30,2024-05-09,Same Day,North
1241,1241,2024-06-23,2024-07-06,NULL,NULL
1242,1242,2024-08-14,2024-08-29,NULL,East
1243,1243,2023-05-14,2023-05-15,NULL,East
1244,1244,2024-07-25,2024-07-28,Second Class,West
1245,1245,2022-02-10,2022-02-16,Second Class,West
1246,1246,2024-04-17,2024-04-23,First Class,West
1247,1247,2022-01-31,2022-02-11,Same Day,Central
1248,1248,2024-03-15,2024-04-01,Same Day,NULL
1249,1249,2022-03-29,2022-04-02,NULL,West
1250,1250,2022-12-22,2022-12-23,Standard,West
1251,1251,2024-05-21,2024-06-03,NULL,NULL
1252,1252,2023-07-24,2023-07-30,Second Class,NULL
1253,1253,2023-08-10,2023-08-07,Standard,NULL
1254,1254,2022-10-06,2022-10-10,Second Class,East
1255,1255,2022-09-29,2022-10-17,NULL,East
1256,1256,2024-04-10,2024-04-23,Second Class,NULL
1257,1257,2022-01-23,2022-02-05,First Class,NULL
1258,1258,2025-01-06,2025-01-23,NULL,NULL
1259,1259,2023-12-17,2023-12-19,Standard,Central
1260,1260,2024-07-16,2024-08-01,Standard,Central
1261,1261,2022-07-12,2022-07-27,Standard,NULL
1262,1262,2023-12-27,2023-12-29,First Class,North
1263,1263,2024-03-01,2024-03-14,Same Day,South
1264,1264,2024-10-16,2024-10-14,Same Day,South
1265,1265,2022-12-24,2023-01-09,Standard,East
1266,1266,2023-02-16,2023-03-04,NULL,North
1267,1267,2022-01-11,2022-01-23,First Class,Central
1268,1268,2023-10-21,2023-11-05,NULL,South
1269,1269,2025-03-30,2025-04-02,NULL,West
1270,1270,2024-10-18,2024-11-05,NULL,East
1271,1271,2023-01-22,2023-01-22,Second Class,North
1272,1272,2022-01-12,2022-01-15,NULL,Central
1273,1273,2023-02-24,2023-03-11,NULL,NULL
1274,1274,2023-10-31,2023-11-16,Second Class,NULL
1275,1275,2022-09-11,2022-09-12,Standard,West
1276,1276,2022-07-29,2022-08-13,NULL,East
1277,1277,2022-04-10,2022-04-27,First Class,NULL
1278,1278,2024-07-23,2024-07-31,Second Class,NULL
1279,1279,2024-08-28,2024-09-01,First Class,East
1280,1280,2022-06-07,2022-06-20,NULL,North
1281,1281,2022-12-21,2022-12-29,Standard,North
1282,1282,2023-11-01,2023-11-11,NULL,East
1283,1283,2024-03-22,2024-04-08,NULL,NULL
1284,1284,2025-01-06,2025-01-20,Second Class,NULL
1285,1285,2022-06-13,2022-06-29,NULL,West
1286,1286,2023-03-06,2023-03-12,Standard,NULL
1287,1287,2024-09-10,2024-09-19,Same Day,NULL
1288,1288,2024-03-24,2024-04-06,NULL,East
1289,1289,2022-03-18,2022-03-23,NULL,East
1290,1290,2024-07-03,2024-07-08,Second Class,NULL
1291,1291,2022-06-14,2022-06-22,First Class,East
1292,1292,2024-07-29,2024-07-28,First Class,NULL
1293,1293,2024-08-16,2024-08-17,Second Class,Central
1294,1294,2022-05-03,2022-05-16,Standard,Central
1295,1295,2023-04-16,2023-04-24,Same Day,North
1296,1296,2023-04-18,2023-04-30,Same Day,NULL
1297,1297,2023-03-02,2023-03-03,Same Day,West
1298,1298,2024-08-31,2024-09-10,NULL,North
1299,1299,2023-02-05,2023-02-18,Standard,NULL
1300,1300,2022-07-20,2022-07-27,NULL,West
1301,1301,2024-06-04,2024-06-16,Standard,NULL
1302,1302,2025-02-21,2025-02-20,Standard,South
1303,1303,2023-09-03,2023-09-12,NULL,East
1304,1304,2022-10-29,2022-11-17,Second Class,West
1305,1305,2022-05-21,2022-05-25,NULL,West
1306,1306,2025-03-06,2025-03-16,Standard,East
1307,1307,2022-10-31,2022-11-12,Second Class,East
1308,1308,2023-10-02,2023-10-14,Same Day,Central
1309,1309,2024-12-03,2024-12-13,Standard,West
1310,1310,2022-04-21,2022-04-30,NULL,North
1311,1311,2024-01-15,2024-01-21,First Class,NULL
1312,1312,2022-08-19,2022-08-31,Standard,West
1313,1313,2024-10-31,2024-11-16,NULL,Central
1314,1314,2023-07-11,2023-07-14,First Class,West
1315,1315,2023-04-16,2023-05-03,Second Class,West
1316,1316,2023-01-03,2023-01-11,NULL,West
1317,1317,2024-09-12,2024-09-13,First Class,NULL
1318,1318,2022-12-23,2022-12-22,NULL,NULL
1319,1319,2024-06-24,2024-06-30,Second Class,Central
1320,1320,2025-03-05,2025-03-22,Second Class,Central
1321,1321,2023-12-22,2024-01-06,Second Class,West
1322,1322,2022-01-01,2022-01-02,Second Class,Central
1323,1323,2022-05-31,2022-06-06,Standard,NULL
1324,1324,2022-11-28,2022-11-27,First Class,West
1325,1325,2023-11-29,2023-12-13,NULL,West
1326,1326,2022-05-28,2022-05-30,Second Class,North
1327,1327,2022-06-23,2022-07-03,Second Class,North
1328,1328,2022-09-06,2022-09-20,NULL,West
1329,1329,2024-08-25,2024-09-10,Standard,East
1330,1330,2025-02-10,2025-02-26,Second Class,NULL
1331,1331,2022-04-23,2022-04-24,Second Class,East
1332,1332,2023-10-29,2023-11-07,Same Day,NULL
1333,1333,2023-05-08,2023-05-21,Same Day,East
1334,1334,2022-03-17,2022-03-25,Second Class,Central
1335,1335,2022-04-11,2022-04-24,Second Class,NULL
1336,1336,2022-04-19,2022-05-05,First Class,East
1337,1337,2023-12-10,2023-12-17,Standard,West
1338,1338,2024-09-25,2024-10-08,Second Class,West
1339,1339,2023-11-04,2023-11-11,Standard,West
1340,1340,2023-12-05,2023-12-23,Second Class,NULL
1341,1341,2023-05-25,2023-06-10,Second Class,NULL
1342,1342,2023-03-27,2023-03-25,Same Day,North
1343,1343,2024-07-25,2024-08-04,Standard,NULL
1344,1344,2023-06-08,2023-06-21,Standard,South
1345,1345,2024-09-24,2024-09-22,First Class,NULL
1346,1346,2022-09-11,2022-09-12,NULL,NULL
1347,1347,2023-09-09,2023-09-21,Standard,NULL
1348,1348,2022-10-23,2022-11-02,Standard,East
1349,1349,2023-09-03,2023-09-10,Standard,NULL
1350,1350,2023-09-23,2023-10-06,NULL,West
1351,1351,2025-04-01,2025-03-30,NULL,South
1352,1352,2024-03-15,2024-03-27,First Class,East
1353,1353,2024-10-29,2024-11-11,NULL,Central
1354,1354,2024-11-17,2024-11-30,Second Class,NULL
1355,1355,2024-02-27,2024-03-09,NULL,West
1356,1356,2024-01-25,2024-01-31,Second Class,NULL
1357,1357,2023-04-11,2023-04-29,NULL,East
1358,1358,2024-10-11,2024-10-19,Standard,North
1359,1359,2023-04-28,2023-05-17,NULL,Central
1360,1360,2024-09-29,2024-10-09,Second Class,East
1361,1361,2023-04-04,2023-04-02,Same Day,NULL
1362,1362,2022-07-05,2022-07-13,Same Day,Central
1363,1363,2023-09-14,2023-10-03,Second Class,NULL
1364,1364,2023-03-28,2023-04-11,NULL,NULL
1365,1365,2023-01-27,2023-01-31,Standard,South
1366,1366,2023-02-02,2023-02-17,Second Class,NULL
1367,1367,2025-02-16,2025-02-15,Second Class,West
1368,1368,2022-08-03,2022-08-06,NULL,West
1369,1369,2025-04-12,2025-04-26,Same Day,South
1370,1370,2022-11-19,2022-11-19,Second Class,East
1371,1371,2022-06-19,2022-07-01,NULL,Central
1372,1372,2023-02-25,2023-03-10,Standard,NULL
1373,1373,2022-03-04,2022-03-20,NULL,West
1374,1374,2024-10-04,2024-10-20,NULL,East
1375,1375,2024-09-04,2024-09-20,Standard,NULL
1376,1376,2023-07-10,2023-07-21,NULL,NULL
1377,1377,2023-11-05,2023-11-09,NULL,West
1378,1378,2022-10-28,2022-11-04,First Class,Central
1379,1379,2022-12-07,2022-12-27,NULL,NULL
1380,1380,2023-06-19,2023-06-19,Same Day,West
1381,1381,2023-06-19,2023-06-17,Second Class,NULL
1382,1382,2024-12-18,2024-12-31,NULL,South
1383,1383,2022-09-15,2022-09-28,First Class,West
1384,1384,2024-11-19,2024-12-06,Standard,East
1385,1385,2024-06-18,2024-06-18,Same Day,North
1386,1386,2023-09-06,2023-09-16,Standard,North
1387,1387,2023-07-18,2023-07-23,NULL,South
1388,1388,2024-08-25,2024-09-04,First Class,West
1389,1389,2024-05-29,2024-05-27,Second Class,NULL
1390,1390,2025-01-22,2025-02-01,Second Class,South
1391,1391,2022-09-03,2022-09-16,Standard,North
1392,1392,2025-03-01,2025-03-13,Standard,West
1393,1393,2025-02-15,2025-03-03,NULL,NULL
1394,1394,2023-04-24,2023-05-04,NULL,NULL
1395,1395,2023-09-18,2023-09-26,NULL,East
1396,1396,2025-03-05,2025-03-16,First Class,NULL
1397,1397,2022-07-22,2022-07-31,NULL,East
1398,1398,2022-01-09,2022-01-13,Second Class,West
1399,1399,2022-08-12,2022-08-25,Same Day,West
1400,1400,2022-02-09,2022-02-14,Second Class,North
1401,1401,2023-03-07,2023-03-19,NULL,West
1402,1402,2024-12-11,2024-12-19,Standard,South
1403,1403,2023-05-22,2023-06-08,NULL,South
1404,1404,2022-03-03,2022-03-01,Standard,North
1405,1405,2022-11-19,2022-11-25,Standard,North
1406,1406,2022-07-20,2022-07-20,NULL,East
1407,1407,2023-09-20,2023-10-01,Standard,NULL
1408,1408,2024-06-22,2024-06-26,Second Class,West
1409,1409,2024-09-29,2024-10-04,Standard,South
1410,1410,2023-08-26,2023-09-05,Second Class,East
1411,1411,2022-03-14,2022-03-16,First Class,NULL
1412,1412,2025-01-27,2025-02-13,First Class,West
1413,1413,2024-09-15,2024-09-26,Second Class,NULL
1414,1414,2023-07-17,2023-07-26,NULL,West
1415,1415,2022-01-09,2022-01-09,Standard,South
1416,1416,2022-05-07,2022-05-24,NULL,East
1417,1417,2022-05-20,2022-05-18,Second Class,North
1418,1418,2024-03-22,2024-03-26,Second Class,NULL
1419,1419,2022-08-05,2022-08-08,NULL,NULL
1420,1420,2023-04-13,2023-04-29,Same Day,West
1421,1421,2022-10-23,2022-11-12,Standard,East
1422,1422,2024-03-08,2024-03-16,Same Day,NULL
1423,1423,2022-11-06,2022-11-18,NULL,East
1424,1424,2023-11-12,2023-11-30,NULL,NULL
1425,1425,2023-11-24,2023-12-13,NULL,NULL
1426,1426,2023-02-19,2023-03-09,First Class,NULL
1427,1427,2022-09-09,2022-09-21,Second Class,North
1428,1428,2023-03-21,2023-04-08,NULL,East
1429,1429,2024-05-26,2024-05-27,Second Class,NULL
1430,1430,2022-07-31,2022-08-08,Second Class,NULL
1431,1431,2023-01-01,2023-01-02,Same Day,East
1432,1432,2023-08-27,2023-08-31,NULL,East
1433,1433,2024-09-13,2024-09-27,Same Day,NULL
1434,1434,2023-06-20,2023-07-01,Second Class,East
1435,1435,2023-07-26,2023-08-06,NULL,Central
1436,1436,2023-06-06,2023-06-09,NULL,NULL
1437,1437,2024-12-04,2024-12-05,Standard,South
1438,1438,2023-08-17,2023-08-21,Second Class,NULL
1439,1439,2022-10-06,2022-10-12,Second Class,NULL
1440,1440,2024-05-01,2024-05-13,NULL,NULL
1441,1441,2022-12-29,2023-01-13,Second Class,West
1442,1442,2022-10-11,2022-10-15,Same Day,West
1443,1443,2022-10-12,2022-10-16,NULL,East
1444,1444,2024-02-27,2024-03-07,NULL,NULL
1445,1445,2024-09-01,2024-09-09,Standard,East
1446,1446,2024-04-09,2024-04-22,NULL,West
1447,1447,2025-04-15,2025-04-30,NULL,South
1448,1448,2025-03-22,2025-03-31,Same Day,East
1449,1449,2024-06-04,2024-06-18,Standard,West
1450,1450,2022-01-08,2022-01-22,Second Class,North
1451,1451,2023-05-25,2023-06-10,NULL,NULL
1452,1452,2023-03-10,2023-03-21,Second Class,NULL
1453,1453,2022-11-23,2022-12-02,Second Class,NULL
1454,1454,2025-02-09,2025-02-19,NULL,East
1455,1455,2022-04-11,2022-04-21,Second Class,NULL
1456,1456,2025-02-17,2025-03-01,Standard,East
1457,1457,2024-05-11,2024-05-30,Same Day,NULL
1458,1458,2025-02-08,2025-02-13,Second Class,NULL
1459,1459,2023-10-17,2023-10-28,NULL,NULL
1460,1460,2023-08-06,2023-08-11,Standard,NULL
1461,1461,2023-08-02,2023-08-19,NULL,West
1462,1462,2022-11-02,2022-11-07,NULL,South
1463,1463,2023-07-29,2023-08-13,Standard,NULL
1464,1464,2023-12-28,2023-12-31,First Class,Central
1465,1465,2023-09-22,2023-10-09,Standard,West
1466,1466,2024-10-25,2024-10-30,NULL,North
1467,1467,2025-02-17,2025-03-04,Standard,North
1468,1468,2023-11-21,2023-11-27,Standard,NULL
1469,1469,2022-03-11,2022-03-28,Standard,North
1470,1470,2024-05-09,2024-05-15,NULL,NULL
1471,1471,2023-01-04,2023-01-15,Standard,East
1472,1472,2022-03-26,2022-04-03,Second Class,NULL
1473,1473,2022-03-20,2022-03-24,NULL,South
1474,1474,2022-05-25,2022-05-25,Second Class,East
1475,1475,2022-12-09,2022-12-07,Same Day,Central
1476,1476,2022-10-23,2022-11-09,NULL,East
1477,1477,2024-05-18,2024-05-26,NULL,East
1478,1478,2023-08-25,2023-08-27,NULL,NULL
1479,1479,2022-04-26,2022-05-07,NULL,West
1480,1480,2024-10-06,2024-10-24,NULL,West
1481,1481,2023-03-28,2023-04-13,First Class,East
1482,1482,2022-10-24,2022-10-29,NULL,North
1483,1483,2022-02-06,2022-02-11,Second Class,West
1484,1484,2024-02-27,2024-03-01,Standard,NULL
1485,1485,2023-04-16,2023-04-30,NULL,NULL
1486,1486,2023-06-04,2023-06-06,Standard,West
1487,1487,2024-04-11,2024-04-25,Standard,East
1488,1488,2022-03-14,2022-03-12,NULL,NULL
1489,1489,2023-03-16,2023-03-31,Second Class,East
1490,1490,2022-10-30,2022-11-19,First Class,West
1491,1491,2023-04-06,2023-04-20,Second Class,East
1492,1492,2023-04-04,2023-04-08,Standard,NULL
1493,1493,2024-06-07,2024-06-19,Second Class,East
1494,1494,2022-02-26,2022-02-28,NULL,NULL
1495,1495,2022-05-14,2022-05-23,NULL,South
1496,1496,2023-03-26,2023-04-11,NULL,NULL
1497,1497,2024-01-04,2024-01-15,Second Class,NULL
1498,1498,2023-01-13,2023-01-20,NULL,East
1499,1499,2023-04-23,2023-05-05,Standard,South
1500,1500,2023-11-26,2023-11-30,Standard,North
1501,1501,2024-06-14,2024-06-29,NULL,NULL
1502,1502,2024-10-30,2024-10-29,NULL,South
1503,1503,2022-03-13,2022-03-16,Second Class,West
1504,1504,2022-02-23,2022-03-05,Same Day,NULL
1505,1505,2022-02-08,2022-02-24,NULL,NULL
1506,1506,2022-07-04,2022-07-04,Second Class,West
1507,1507,2022-04-21,2022-04-26,Same Day,NULL
1508,1508,2022-06-28,2022-07-12,NULL,West
1509,1509,2022-08-16,2022-08-22,First Class,NULL
1510,1510,2022-01-12,2022-01-16,NULL,West
1511,1511,2024-06-13,2024-06-18,Second Class,East
1512,1512,2023-04-09,2023-04-24,Same Day,NULL
1513,1513,2024-01-23,2024-02-06,Standard,NULL
